Actual,Predictied,MSE,MAE,Psuedo_r2
1.9850309144158802,1.3668001638767104,1.9468032924660825,1.109114456165704,0.7802122642132087
-2.4272461558012455,-1.7025002784753904,1.9468032924660825,1.109114456165704,0.7802122642132087
-2.1450459652706844,-1.7138776607572443,1.9468032924660825,1.109114456165704,0.7802122642132087
-1.622296173044925,-1.0544391552424615,1.9468032924660825,1.109114456165704,0.7802122642132087
0.8916295154368568,0.7723572781371386,1.9468032924660825,1.109114456165704,0.7802122642132087
-1.8554062699936023,-1.249738064326614,1.9468032924660825,1.109114456165704,0.7802122642132087
1.9093972295020591,1.0182394911452053,1.9468032924660825,1.109114456165704,0.7802122642132087
1.3274336283185841,0.8881610133113729,1.9468032924660825,1.109114456165704,0.7802122642132087
-2.372393961179008,-0.7240450449454439,1.9468032924660825,1.109114456165704,0.7802122642132087
1.0210593490746651,1.1624794377292322,1.9468032924660825,1.109114456165704,0.7802122642132087
5.626465225319093,2.991852155071334,1.9468032924660825,1.109114456165704,0.7802122642132087
-6.184759916492693,-3.037809009886025,1.9468032924660825,1.109114456165704,0.7802122642132087
5.200845665961945,3.4307657631093735,1.9468032924660825,1.109114456165704,0.7802122642132087
3.8818913896345237,2.387989513871073,1.9468032924660825,1.109114456165704,0.7802122642132087
1.2385919165580181,0.7019322284279227,1.9468032924660825,1.109114456165704,0.7802122642132087
2.4246877296105804,1.9116780011409877,1.9468032924660825,1.109114456165704,0.7802122642132087
1.9146792072556267,1.516955296644425,1.9468032924660825,1.109114456165704,0.7802122642132087
4.835542464408444,2.7274244378081773,1.9468032924660825,1.109114456165704,0.7802122642132087
3.9166140240050535,2.3122628251587307,1.9468032924660825,1.109114456165704,0.7802122642132087
-2.19482120838471,-0.601172940928764,1.9468032924660825,1.109114456165704,0.7802122642132087
0.47287899860917937,0.31517260048904594,1.9468032924660825,1.109114456165704,0.7802122642132087
-2.97427652733119,-1.4616900445845264,1.9468032924660825,1.109114456165704,0.7802122642132087
0.278274696879348,1.0135614599267448,1.9468032924660825,1.109114456165704,0.7802122642132087
-0.6117192530585963,-0.19434415020634446,1.9468032924660825,1.109114456165704,0.7802122642132087
-3.6585365853658534,-2.3307851439303975,1.9468032924660825,1.109114456165704,0.7802122642132087
1.3348714568226763,1.3164453947058423,1.9468032924660825,1.109114456165704,0.7802122642132087
-2.177476000936549,-0.4211023197591707,1.9468032924660825,1.109114456165704,0.7802122642132087
0.3951367781155016,0.6218724268760758,1.9468032924660825,1.109114456165704,0.7802122642132087
-0.7564296520423601,-0.8584538577569225,1.9468032924660825,1.109114456165704,0.7802122642132087
1.495016611295681,0.6083047177385077,1.9468032924660825,1.109114456165704,0.7802122642132087
0.7042253521126761,0.740915144629531,1.9468032924660825,1.109114456165704,0.7802122642132087
-2.8741328047571852,-1.3036453989387973,1.9468032924660825,1.109114456165704,0.7802122642132087
1.3605442176870748,0.550862554253394,1.9468032924660825,1.109114456165704,0.7802122642132087
-1.9731943410275503,-0.4858356161350141,1.9468032924660825,1.109114456165704,0.7802122642132087
0.4878842088144414,0.5449790736322266,1.9468032924660825,1.109114456165704,0.7802122642132087
3.614169459071326,2.2406970590801585,1.9468032924660825,1.109114456165704,0.7802122642132087
-1.5137753557372087,-0.24937355280259926,1.9468032924660825,1.109114456165704,0.7802122642132087
-1.7784552845528454,-0.6882437630368377,1.9468032924660825,1.109114456165704,0.7802122642132087
-3.491543917075832,-1.385957271836018,1.9468032924660825,1.109114456165704,0.7802122642132087
-1.809954751131222,-0.6031443722943267,1.9468032924660825,1.109114456165704,0.7802122642132087
-1.7551020408163265,-0.6978727135039793,1.9468032924660825,1.109114456165704,0.7802122642132087
-3.9309683604985617,-1.9369425729136946,1.9468032924660825,1.109114456165704,0.7802122642132087
-0.3038359285985568,-0.3339018673512961,1.9468032924660825,1.109114456165704,0.7802122642132087
-1.7802233371095648,0.0065059784298245665,1.9468032924660825,1.109114456165704,0.7802122642132087
-3.372603372603373,-1.5050780124827845,1.9468032924660825,1.109114456165704,0.7802122642132087
4.334460498001844,2.726160883315619,1.9468032924660825,1.109114456165704,0.7802122642132087
6.466632177961717,3.0723585938906375,1.9468032924660825,1.109114456165704,0.7802122642132087
3.306953080836631,1.5349464974529339,1.9468032924660825,1.109114456165704,0.7802122642132087
6.912442396313365,3.9996737051782287,1.9468032924660825,1.109114456165704,0.7802122642132087
1.5953469048608226,0.7539987053000149,1.9468032924660825,1.109114456165704,0.7802122642132087
7.351962741184298,3.9063443582033086,1.9468032924660825,1.109114456165704,0.7802122642132087
5.752380952380952,3.314583920741761,1.9468032924660825,1.109114456165704,0.7802122642132087
3.0153237765694514,2.2811097745694746,1.9468032924660825,1.109114456165704,0.7802122642132087
3.3468802295003584,3.0203542125428964,1.9468032924660825,1.109114456165704,0.7802122642132087
-0.3535651149086624,0.5933251710669393,1.9468032924660825,1.109114456165704,0.7802122642132087
0,0.11061617388160763,1.9468032924660825,1.109114456165704,0.7802122642132087
-2.024623803009576,-1.4722896026962193,1.9468032924660825,1.109114456165704,0.7802122642132087
4.506269592476489,3.255684774913161,1.9468032924660825,1.109114456165704,0.7802122642132087
3.4759139609061913,2.2619422699322103,1.9468032924660825,1.109114456165704,0.7802122642132087
-1.5494267121165168,-0.43899970620941503,1.9468032924660825,1.109114456165704,0.7802122642132087
-3.818443804034582,-1.4769470312988735,1.9468032924660825,1.109114456165704,0.7802122642132087
3.198976327575176,2.3477366480642616,1.9468032924660825,1.109114456165704,0.7802122642132087
1.4804533888503355,2.113210735322431,1.9468032924660825,1.109114456165704,0.7802122642132087
2.8089887640449436,2.1095786515136408,1.9468032924660825,1.109114456165704,0.7802122642132087
-4.13022351797862,-2.0550407503112402,1.9468032924660825,1.109114456165704,0.7802122642132087
0.6422786931024853,0.8830752488084631,1.9468032924660825,1.109114456165704,0.7802122642132087
-1.3498312710911136,0.29753989940736153,1.9468032924660825,1.109114456165704,0.7802122642132087
1.5728738539361367,1.8097102714319624,1.9468032924660825,1.109114456165704,0.7802122642132087
0.06295247088448222,0.29732411215703686,1.9468032924660825,1.109114456165704,0.7802122642132087
1.1610486891385767,1.070770313967871,1.9468032924660825,1.109114456165704,0.7802122642132087
2.913825170489771,2.637030068559873,1.9468032924660825,1.109114456165704,0.7802122642132087
4.536129473444267,3.5286477873537527,1.9468032924660825,1.109114456165704,0.7802122642132087
