Actual,Predicted,MSE,MAE,Pseudo_r2
-2.1450459652706844,4.553176419063196,14.60116151981197,3.007210128598286,-0.7858261509796927
2.0366598778004072,-3.756740115350712,14.60116151981197,3.007210128598286,-0.7858261509796927
-0.3468208092485549,-2.4717838200497604,14.60116151981197,3.007210128598286,-0.7858261509796927
0.7118311242022582,1.8003366476668223,14.60116151981197,3.007210128598286,-0.7858261509796927
-2.372393961179008,4.0231835701730665,14.60116151981197,3.007210128598286,-0.7858261509796927
-6.184759916492693,2.69389584165933,14.60116151981197,3.007210128598286,-0.7858261509796927
0.7984031936127743,0.07522582392650301,14.60116151981197,3.007210128598286,-0.7858261509796927
3.6194895591647334,1.3928345450866855,14.60116151981197,3.007210128598286,-0.7858261509796927
-3.704606385571533,-0.5862585062004141,14.60116151981197,3.007210128598286,-0.7858261509796927
4.835542464408444,5.7117011330281,14.60116151981197,3.007210128598286,-0.7858261509796927
0.47287899860917937,2.220740985012818,14.60116151981197,3.007210128598286,-0.7858261509796927
-0.39603960396039606,-1.2483409681516373,14.60116151981197,3.007210128598286,-0.7858261509796927
3.1347962382445136,0.21262077023198017,14.60116151981197,3.007210128598286,-0.7858261509796927
-1.2655024044545684,0.4612185153883706,14.60116151981197,3.007210128598286,-0.7858261509796927
-2.177476000936549,5.863535349252085,14.60116151981197,3.007210128598286,-0.7858261509796927
1.495016611295681,-0.42726752008284496,14.60116151981197,3.007210128598286,-0.7858261509796927
0.9145129224652087,-3.1193881603729263,14.60116151981197,3.007210128598286,-0.7858261509796927
0.21710811984368217,-1.839793113163879,14.60116151981197,3.007210128598286,-0.7858261509796927
1.9482184055370415,-0.9666748081036761,14.60116151981197,3.007210128598286,-0.7858261509796927
3.614169459071326,4.3831985023797175,14.60116151981197,3.007210128598286,-0.7858261509796927
-3.491543917075832,-0.19650183148717631,14.60116151981197,3.007210128598286,-0.7858261509796927
-2.955082742316785,-4.113258724228978,14.60116151981197,3.007210128598286,-0.7858261509796927
-2.166377816291161,-0.9452516637701616,14.60116151981197,3.007210128598286,-0.7858261509796927
1.5338194619059593,-2.24173969701251,14.60116151981197,3.007210128598286,-0.7858261509796927
-3.372603372603373,2.7130304534481766,14.60116151981197,3.007210128598286,-0.7858261509796927
3.306953080836631,0.30386198990772473,14.60116151981197,3.007210128598286,-0.7858261509796927
4.993909866017052,-3.43150679535362,14.60116151981197,3.007210128598286,-0.7858261509796927
3.731178033658104,0.5392160780515615,14.60116151981197,3.007210128598286,-0.7858261509796927
0.9162951956414067,0.9028843467998678,14.60116151981197,3.007210128598286,-0.7858261509796927
3.3468802295003584,5.155948952428373,14.60116151981197,3.007210128598286,-0.7858261509796927
-2.024623803009576,0.42647561376523146,14.60116151981197,3.007210128598286,-0.7858261509796927
0.7347254447022429,-2.758709286848694,14.60116151981197,3.007210128598286,-0.7858261509796927
4.696338990287117,2.4947431707122405,14.60116151981197,3.007210128598286,-0.7858261509796927
1.3742331288343559,1.2791535197461383,14.60116151981197,3.007210128598286,-0.7858261509796927
1.4804533888503355,5.764714802329708,14.60116151981197,3.007210128598286,-0.7858261509796927
0.6422786931024853,0.15821600548646014,14.60116151981197,3.007210128598286,-0.7858261509796927
0.7677543186180422,-2.7263204936244554,14.60116151981197,3.007210128598286,-0.7858261509796927
1.0092771944132939,1.0981665109853052,14.60116151981197,3.007210128598286,-0.7858261509796927
-6.318082788671024,-0.1329306733767347,14.60116151981197,3.007210128598286,-0.7858261509796927
4.536129473444267,5.157655284692843,14.60116151981197,3.007210128598286,-0.7858261509796927
